Year;Primary Ticker;COMMUNITY SCORE_x;CSR STRATEGY SCORE_x;EMISSIONS SCORE_x;ENVIRONMENT.PILLAR.SCORE.Value;ENVIRONMENTAL INNOVATION SCORE_x;ESG.COMBINED.SCORE.Value;ESG.CONTROVERSIES.SCORE.Value;ESG.SCORE.Value;GOVERNANCE.SCORE.Value;HUMAN RIGHTS SCORE_x;MANAGEMENT SCORE_x;PRODUCT RESPONSIBILITY SCORE_x;RESOURCE USE SCORE_x;SHAREHOLDERS SCORE_x;SOCIAL.SCORE.Value;WORKFORCE SCORE_x;COMMUNITY SCORE_y;CSR STRATEGY SCORE_y;EMISSIONS SCORE_y;ENVIRONMENT.PILLAR.SCORE.Score;ENVIRONMENTAL INNOVATION SCORE_y;ESG.COMBINED.SCORE.Score;ESG.CONTROVERSIES.SCORE.Score;ESG.SCORE.Score;GOVERNANCE.SCORE.Score;HUMAN RIGHTS SCORE_y;MANAGEMENT SCORE_y;PRODUCT RESPONSIBILITY SCORE_y;RESOURCE USE SCORE_y;SHAREHOLDERS SCORE_y;SOCIAL.SCORE.Score;WORKFORCE SCORE_y
2002;COST;A+;B-;D-;D-;D-;C;D+;C+;B+;C+;B+;D-;D-;B-;B;A+;0.9615384615384616;0.52;0.0;0.0;0.0;0.3523033056834797;0.25;0.45460661136695935;0.6697182448036954;0.5;0.733256351039261;0.0;0.0;0.5577367205542725;0.6295986622073577;0.9615384615384616
2002;CSCO;B;B;B+;D+;D-;B-;C+;B-;A-;D-;A+;C;D;B-;B-;A+;0.6538461538461539;0.5866666666666667;0.7;0.1941176470588235;0.0;0.5305469450387617;0.5;0.5610938900775232;0.8271829612522456;0.0;0.9526558891454965;0.3333333333333333;0.1;0.569284064665127;0.5023048112935756;0.9615384615384616
2002;CVS;A+;D-;D-;D-;D-;C-;A+;C-;C+;D-;B-;D-;D-;B+;C-;D-;0.9642857142857143;0.0;0.0;0.0;0.0;0.3030271556060629;1.0;0.3030271556060629;0.48722093918398784;0.0;0.5254041570438799;0.0;0.0;0.684757505773672;0.27579365079365104;0.03571428571428571
2002;CVX;A+;A+;B+;B-;D-;B;A+;B;B+;D;B;B+;B+;A+;B-;A;0.9464285714285714;0.94;0.725;0.5204545454545456;0.0;0.5865334398578512;1.0;0.5865334398578512;0.7063187066974596;0.08333333333333333;0.5946882217090069;0.75;0.75;0.9226327944572749;0.5737093902981751;0.875
2002;DIS;C+;D-;C;D;D-;B-;A;B-;A-;C+;A+;D-;D-;A;C;B;0.4583333333333333;0.0;0.35714285714285715;0.1553571428571429;0.0;0.5131227548271864;0.85;0.5131227548271864;0.8151655119322561;0.5;0.9480369515011547;0.0;0.041666666666666664;0.9157043879907621;0.37429676511955;0.6527777777777778
2002;DUK;A+;D-;B-;D+;D-;C;A+;C;C;D-;B;A+;D-;D-;B-;C-;0.9444444444444444;0.0;0.5192307692307693;0.19343891402714924;0.0;0.3508949808531217;1.0;0.3508949808531217;0.41501154734411105;0.0;0.6062355658198614;0.9375;0.0;0.054272517321016164;0.5074786324786323;0.3148148148148148
2002;EMR;B;D-;D-;D-;D-;D;A+;D;D;D-;D-;D-;D-;B-;D+;D+;0.5952380952380952;0.0;0.0;0.0;0.0;0.11374655981023099;0.9444444444444444;0.11374655981023099;0.1406466512702079;0.0;0.05196304849884527;0.0;0.0;0.5300230946882217;0.19733656174334135;0.2261904761904762
2002;EXC;D;D-;A-;C-;D-;C;A+;C;B+;D-;A-;D-;D;A-;C-;A-;0.12962962962962962;0.0;0.7884615384615384;0.32315233785822;0.0;0.4141235231352629;1.0;0.4141235231352629;0.6842956120092382;0.0;0.7933025404157044;0.0;0.08823529411764706;0.7771362586605081;0.32526115859449223;0.7592592592592593
2002;FDX;B;D-;D-;D-;D-;D;C+;D;D+;D-;D-;D-;D-;A+;C-;C-;0.6538461538461539;0.0;0.0;0.0;0.0;0.15870788180257;0.4166666666666667;0.15870788180257;0.2208622016936105;0.0;0.042725173210161664;0.0;0.0;0.9618937644341802;0.25739644970414194;0.2692307692307692
2002;GD;B-;D-;D-;D-;D-;C+;A;C+;A;D-;A+;D-;D-;A+;C-;B+;0.575;0.0;0.0;0.0;0.0;0.42038978516955416;0.875;0.42038978516955416;0.8652040030792921;0.0;0.9988452655889145;0.0;0.0;0.9965357967667436;0.3196721311475409;0.725
2002;GE;A+;D-;D-;D-;D-;C-;D+;C-;C+;D-;C+;A-;D-;B+;B-;A;0.9444444444444444;0.0;0.0;0.0;0.0;0.28529431887382317;0.25;0.32058863774764634;0.42948421862971536;0.0;0.44226327944572746;0.8;0.0;0.6732101616628176;0.5425483503981795;0.8333333333333334
2002;GS;A;D-;D-;C-;D-;C-;D-;B-;B;D-;B+;D-;D-;A;B-;B;0.890625;0.0;0.0;0.277777777777778;0.0;0.29347490119370995;0.07142857142857142;0.5155212309588485;0.6377983063895307;0.0;0.7055427251732102;0.0;0.0;0.8371824480369515;0.5538651315789472;0.640625
2002;HD;A;D-;D-;D+;D-;C+;C+;C+;C-;B+;C;D-;B;D+;B;A+;0.9;0.0;0.0;0.21666666666666645;0.0;0.42220736081764987;0.5;0.42220736081764987;0.29276366435719803;0.7;0.38683602771362585;0.0;0.65;0.17436489607390301;0.6312;0.98
2002;HON;C;D+;D-;D-;D-;D+;B+;D+;B;D-;A-;C-;D-;C-;D+;C;0.3888888888888889;0.18;0.0;0.0;0.0;0.23911032701284662;0.75;0.23911032701284662;0.606986913010008;0.0;0.7979214780600462;0.3;0.0;0.25519630484988454;0.2285551763367462;0.3888888888888889
2002;IBM;C+;D+;A+;C;D-;B-;A-;B-;A-;D-;A+;D-;B;C;C;A+;0.47435897435897434;0.18;0.9166666666666666;0.412037037037037;0.0;0.5472893220519338;0.7727272727272727;0.5472893220519338;0.7529453425712089;0.0;0.9919168591224018;0.0;0.625;0.33833718244803695;0.35558312655086893;0.9871794871794872
2002;INTC;A+;A;A+;A;B+;B;B+;B;B;D+;C+;D-;A+;A+;B-;A+;0.9772727272727273;0.9;0.95;0.8736111111111111;0.75;0.6570902783268936;0.7;0.6570902783268936;0.6310854503464202;0.25;0.4884526558891455;0.0;0.9545454545454546;0.9272517321016166;0.5153810835629015;0.9772727272727273
2002;JNJ;A+;A+;A-;B+;D-;A-;A-;A-;A+;B;A+;C+;A;A+;B+;A;0.9545454545454546;0.94;0.7631578947368421;0.6957236842105265;0.0;0.7864030761510766;0.8;0.7864030761510766;0.9317228637413396;0.6;0.9341801385681293;0.5;0.84375;0.918013856812933;0.7336600202771205;0.8939393939393939
2002;JPM;C+;D-;D-;C-;D-;C;B+;C;B;D-;A-;B-;D-;C+;D+;D-;0.5;0.0;0.0;0.27083333333333326;0.0;0.344658589447504;0.6666666666666666;0.344658589447504;0.6337952270977679;0.0;0.8048498845265589;0.5192307692307693;0.0;0.48614318706697457;0.23486352357320128;0.05625
2002;KO;B+;D-;D-;D+;D-;C;B+;C;B-;D-;B;D-;C+;B;C-;A-;0.7142857142857143;0.0;0.0;0.185185185185185;0.0;0.34042598331682156;0.75;0.34042598331682156;0.5723633564280218;0.0;0.6662817551963048;0.0;0.4166666666666667;0.640877598152425;0.3156020716443678;0.8214285714285714
2002;LLY;B+;C;D-;D+;D-;C-;A-;C-;D+;D-;D+;C+;C;D;C+;A-;0.7121212121212122;0.3933333333333333;0.02631578947368421;0.16701555023923445;0.0;0.3090758650874909;0.8;0.3090758650874909;0.18600872465999482;0.0;0.1674364896073903;0.5;0.34375;0.10969976905311778;0.46113551875633635;0.7727272727272727
2002;LMT;A+;D-;D+;D-;D-;C-;A+;C-;C+;D-;C+;D-;D-;B-;C-;D+;0.975;0.0;0.16666666666666666;0.06060606060606061;0.0;0.28840945719175193;1.0;0.28840945719175193;0.44642032332563536;0.0;0.4953810623556582;0.0;0.0;0.5808314087759815;0.2950819672131147;0.225
2002;LOW;B+;D-;D-;D-;D-;C;A+;C;C+;D;B-;D-;D;C;C;B-;0.72;0.0;0.0;0.0333333333333333;0.0;0.34429816716623235;1.0;0.34429816716623235;0.4676674364896076;0.1;0.5785219399538106;0.0;0.1;0.40993071593533487;0.3732;0.58
2002;MCD;A+;D+;D-;C-;D-;B-;B+;B-;B;D-;B+;B;B;C;B;A;0.98;0.18;0.0;0.30092592592592593;0.0;0.5393478014762487;0.6818181818181818;0.5393478014762487;0.5912825250192458;0.0;0.7355658198614319;0.625;0.625;0.384526558891455;0.6477777777777776;0.9
2002;MDLZ;B-;D-;D-;D-;D-;D+;A+;D+;C-;D-;C;D-;D-;D-;D+;B;0.5384615384615384;0.0;0.0;0.0;0.0;0.18106814415602784;1.0;0.18106814415602784;0.26520400307929193;0.0;0.3891454965357968;0.0;0.0;0.028868360277136258;0.2476502597081374;0.5961538461538461
2002;MDT;A+;D-;D-;D-;D-;C-;D;C;C+;D-;C+;D-;D-;A;C;A;0.9482758620689655;0.0;0.0;0.0;0.0;0.2521748280627073;0.15;0.35434965612541464;0.4589743589743592;0.0;0.4230769230769231;0.0;0.0;0.8846153846153846;0.4004801396769971;0.8448275862068966
2002;MET;A+;D+;D-;C-;D-;B-;A+;B-;B;D-;A-;C;D-;C-;B;A;0.9594594594594594;0.18;0.0;0.28378378378378377;0.0;0.5363059484426694;1.0;0.5363059484426694;0.5922063125481142;0.0;0.7632794457274826;0.4;0.0;0.2967667436489607;0.6416216216216218;0.8783783783783784
2002;MMM;B;B;D;D;D-;C+;A+;C+;B+;A;B;A-;C-;A+;B+;C+;0.6111111111111112;0.6266666666666667;0.1;0.11818181818181811;0.0;0.4878634958735608;1.0;0.4878634958735608;0.6799373877341546;0.8333333333333334;0.6108545034642032;0.8;0.3;0.9457274826789839;0.702957906712173;0.5
2002;MO;A+;D+;D-;D-;D-;B-;A+;B-;B;B+;B;B+;D-;B+;A-;A;0.9423076923076923;0.18;0.0;0.0;0.0;0.5164980516354637;0.9166666666666666;0.5164980516354637;0.5923602771362588;0.7;0.6339491916859122;0.75;0.0;0.7286374133949192;0.801422211229285;0.8653846153846154
2002;MRK;D+;D-;D+;D+;D-;D+;A+;D+;C-;D-;C-;D-;C-;B-;D;C;0.21212121212121213;0.0;0.23684210526315788;0.2247308612440192;0.0;0.2000361183144947;1.0;0.2000361183144947;0.2765765765765767;0.0;0.25675675675675674;0.0;0.28125;0.527027027027027;0.1367015883744507;0.3484848484848485
2002;MS;B;D-;D-;C-;D-;C;A+;C;C+;D-;C+;D-;D-;A+;C;C;0.640625;0.0;0.0;0.277777777777778;0.0;0.3696836596106213;1.0;0.3696836596106213;0.47505773672055446;0.0;0.41916859122401845;0.0;0.0;0.9780600461893765;0.37623355263157876;0.390625
2002;MSFT;A;D-;D-;D-;D-;D+;D-;C-;C-;D-;C;D-;D-;C+;C;C;0.8333333333333334;0.0;0.0;0.0;0.0;0.17614562453285543;0.045454545454545456;0.3068367036111654;0.32956120092378766;0.0;0.34988452655889146;0.0;0.0;0.4815242494226328;0.38734491315136493;0.3717948717948718
2002;NEE;A-;D-;B-;C-;D-;C;C;C;B-;D-;B;D-;C-;A-;C-;D+;0.7962962962962963;0.0;0.5576923076923077;0.30580693815987914;0.0;0.3483805686052607;0.3333333333333333;0.3634278038771881;0.5480369515011551;0.0;0.5854503464203233;0.0;0.29411764705882354;0.7886836027713626;0.2967711301044632;0.24074074074074073
2002;NVDA;C-;D-;D-;D-;D-;D;A+;D;D+;D-;D;D-;D-;B+;D+;B-;0.2727272727272727;0.0;0.0;0.0;0.0;0.1396644680814322;1.0;0.1396644680814322;0.2464203233256352;0.0;0.1558891454965358;0.0;0.0;0.7124711316397229;0.17653810835628997;0.5227272727272727
2002;ORCL;A;D-;D-;D-;D-;C-;C-;C-;C-;D-;C-;D-;D-;C+;C;D;0.8846153846153846;0.0;0.0;0.0;0.0;0.2719444065140083;0.3181818181818182;0.2719444065140083;0.27936874518860677;0.0;0.2759815242494226;0.0;0.0;0.476905311778291;0.3580645161290323;0.08974358974358974
2002;PEP;A-;D-;D-;D-;D-;C;A+;C;A-;D-;A+;B;D;B;C+;B;0.8214285714285714;0.0;0.0;0.03703703703703699;0.0;0.41159587971520245;1.0;0.41159587971520245;0.7856043110084684;0.0;0.9896073903002309;0.625;0.08333333333333333;0.6293302540415704;0.4526327147173068;0.6071428571428571
2002;PFE;B+;B;B+;B-;D-;C+;A+;C+;B+;D-;A-;D-;B;D+;C-;B;0.7424242424242424;0.5866666666666667;0.7105263157894737;0.5605562200956941;0.0;0.490590370651021;1.0;0.490590370651021;0.6752199127534003;0.0;0.8210161662817552;0.0;0.59375;0.24826789838337182;0.33271375464683983;0.6515151515151515
2002;PG;A-;A+;C+;D+;D-;B-;A+;B-;C;B+;C-;B+;D;C-;A-;A+;0.7916666666666666;0.9933333333333333;0.4166666666666667;0.18944444444444444;0.0;0.5295566578841793;1.0;0.5295566578841793;0.39056607646907865;0.75;0.2967667436489607;0.6666666666666666;0.1;0.30138568129330257;0.775952380952381;0.9583333333333334
2002;QCOM;B;D-;D-;D-;D-;D;A+;D;D+;D-;D+;D-;D-;D+;D+;C+;0.6363636363636364;0.0;0.0;0.0;0.0;0.14825976389066878;1.0;0.14825976389066878;0.19314857582755976;0.0;0.2228637413394919;0.0;0.0;0.2228637413394919;0.22887970615243325;0.4318181818181818
2002;RTX;A+;B;C+;C-;D-;C+;A+;C+;B;D-;B-;D-;B-;A;C;B;0.925;0.6266666666666667;0.4166666666666667;0.30492424242424243;0.0;0.4471213468024651;1.0;0.4471213468024651;0.640830382345394;0.0;0.5715935334872979;0.0;0.5625;0.8810623556581986;0.38114754098360654;0.625
2002;SBUX;A;D-;A+;A;C+;C;D+;B-;C;D-;C-;D+;A+;A+;C+;A;0.86;0.0;0.9285714285714286;0.9011243386243385;0.5;0.37100876761580115;0.18181818181818182;0.5601993534134204;0.39899923017705946;0.0;0.31755196304849886;0.25;0.9375;0.9364896073903002;0.4631111111111109;0.86
2002;SO;A+;D-;B;B-;D-;C-;D-;B-;A-;D-;A+;D-;A;A-;C+;B-;0.9814814814814815;0.0;0.6153846153846154;0.5135746606334838;0.0;0.3123880083079469;0.05555555555555555;0.5692204610603382;0.7896073903002313;0.0;0.9387990762124712;0.0;0.8529411764705882;0.8187066974595842;0.4724596391263056;0.5740740740740741
2002;T;B+;D-;D-;D-;D-;D+;B+;D+;D+;D-;D-;D-;D+;B+;D+;C+;0.6724137931034483;0.0;0.0;0.08026755852842817;0.0;0.19084619766582175;0.6818181818181818;0.19084619766582175;0.1759045419553503;0.0;0.04734411085450346;0.0;0.23076923076923078;0.7217090069284064;0.24056738943547612;0.5
2002;TGT;A;D+;D-;D-;D-;C;B+;C;B+;D-;A-;D-;D-;A-;C+;C+;0.8846153846153846;0.18;0.0;0.0;0.0;0.4036901212129492;0.75;0.4036901212129492;0.7380107775211704;0.0;0.8233256351039261;0.0;0.0;0.825635103926097;0.4188963210702339;0.5
2002;TMO;C-;D-;D-;D-;D-;C-;A+;C-;B;D-;B;D-;D-;A+;D;D-;0.3103448275862069;0.0;0.0;0.0;0.0;0.2527075338850051;1.0;0.2527075338850051;0.586989992301771;0.0;0.6016166281755196;0.0;0.0;0.9295612009237876;0.08838934962898297;0.05172413793103448
2002;TXN;A-;B+;B+;C+;D-;B+;A+;B+;A;A;A+;D-;A-;A-;B+;A;0.7727272727272727;0.74;0.75;0.46527777777777796;0.0;0.6701406040247107;1.0;0.6701406040247107;0.8993595073133182;0.875;0.9665127020785219;0.0;0.7727272727272727;0.7817551963048499;0.6802112029384756;0.8863636363636364
2002;UNH;B+;D-;D-;D-;D-;C-;A;C-;C+;D-;B-;D-;D-;B-;D+;D+;0.7142857142857143;0.0;0.0;0.0;0.0;0.2847326596364322;0.8333333333333334;0.2847326596364322;0.48306389530408034;0.0;0.5600461893764435;0.0;0.0;0.5484988452655889;0.23809523809523828;0.17857142857142858
2002;UNP;C+;B-;D+;D-;D-;C;A+;C;B-;C;B-;D+;D-;B+;C+;B-;0.46153846153846156;0.52;0.16666666666666666;0.06018518518518516;0.0;0.3398314059561171;0.9166666666666666;0.3398314059561171;0.5577859892224789;0.3333333333333333;0.5092378752886836;0.25;0.0;0.7448036951501155;0.43030900723208415;0.5769230769230769
2002;UPS;A;C+;A+;B-;D-;C+;A+;C+;C-;D-;D;D-;B+;B;B-;A+;0.8846153846153846;0.4533333333333333;0.9166666666666666;0.5601851851851853;0.0;0.47863685506179765;1.0;0.47863685506179765;0.2914683089556068;0.0;0.1535796766743649;0.0;0.75;0.6431870669745958;0.5473372781065088;0.9615384615384616
2002;USB;C;D+;D-;C-;D-;C-;A+;C-;C;D-;C-;D+;D-;A+;C-;C+;0.3625;0.18;0.0;0.27083333333333326;0.0;0.3042620820749689;1.0;0.3042620820749689;0.4092963818321787;0.0;0.27829099307159355;0.21153846153846154;0.0;0.9988452655889145;0.31636166253101733;0.49375
2002;VZ;B+;D-;D-;D-;D-;D;B+;D;D;D-;D-;D-;D-;C+;D+;C-;0.7413793103448276;0.0;0.0;0.0;0.0;0.13743216059950714;0.6818181818181818;0.13743216059950714;0.11986143187066978;0.0;0.03117782909930716;0.0;0.0;0.4953810623556582;0.19872958257713233;0.29310344827586204
2002;WBA;D;D-;D-;D-;D-;D+;C+;D+;C;D-;C;D-;D+;A;D+;B+;0.125;0.0;0.0;0.05555555555555556;0.0;0.23240541950310517;0.5;0.23240541950310517;0.40069284064665145;0.0;0.34295612009237875;0.0;0.16666666666666666;0.8602771362586605;0.2155923344947737;0.725
2002;WFC;D;D-;D-;C-;D-;D-;A+;D-;D-;D-;D-;D-;D-;D+;D;D+;0.1375;0.0;0.0;0.27083333333333326;0.0;0.079335103926097;1.0;0.079335103926097;0.07120862201693613;0.0;0.03579676674364896;0.0;0.0;0.23672055427251731;0.10826612903225803;0.19375
2002;WMT;A+;D-;D-;D-;D-;D+;A;D+;C-;D-;C;D-;D-;C;C-;D+;0.925;0.0;0.0;0.0;0.0;0.20941845609552373;0.8571428571428571;0.20941845609552373;0.3087759815242496;0.0;0.3568129330254042;0.0;0.0;0.35450346420323325;0.2521777003484318;0.225
2002;XOM;A-;B+;C+;C-;D-;C;D+;C+;A;D-;A+;D;C;A;C;B+;0.8035714285714286;0.6666666666666666;0.475;0.302922077922078;0.0;0.3446001395169303;0.21428571428571427;0.4749145647481463;0.9057480112907367;0.0;0.9595842956120092;0.08333333333333333;0.39285714285714285;0.8856812933025404;0.3747774810858919;0.7321428571428571
2003;ABT;B;B+;C+;C-;D-;C;A+;C;B;D-;B-;D-;C-;A;C-;B+;0.6551724137931034;0.6807228915662651;0.5;0.2694805194805195;0.0;0.4067092499008567;1.0;0.4067092499008567;0.6025142042825681;0.0;0.5149769585253456;0.0;0.3181818181818182;0.8421658986175116;0.306634657354867;0.7413793103448276
2003;ADBE;A+;D-;D-;D-;D-;B-;A+;B-;B;D-;A;B+;D-;D-;B+;A-;0.95;0.0;0.0;0.0;0.0;0.56078432824328;1.0;0.56078432824328;0.6142089093702001;0.0;0.8974654377880185;0.6818181818181818;0.0;0.07949308755760369;0.6941129032258067;0.7625
2003;AIG;D;D-;D-;C-;D-;D;A;D;D+;D-;D+;D-;D-;B-;D;C-;0.10526315789473684;0.0;0.0;0.28421052631578947;0.0;0.14643948581130256;0.8888888888888888;0.14643948581130256;0.22004608294930883;0.0;0.17626728110599077;0.0;0.0;0.5126728110599078;0.12518796992481196;0.3026315789473684
2003;AMGN;C+;D-;D-;D-;D-;D+;A+;D+;C+;D-;C+;D-;D-;B;D+;C+;0.4696969696969697;0.0;0.0;0.0;0.0;0.23482078412398746;1.0;0.23482078412398746;0.43294930875576054;0.0;0.4596774193548387;0.0;0.0;0.6324884792626728;0.21747211895910762;0.4393939393939394
2003;AMZN;D;D-;D-;D-;D-;C-;C+;C-;B;D-;B+;C;D-;A+;C-;C+;0.15384615384615385;0.0;0.0;0.0;0.0;0.32234500404475597;0.5;0.32234500404475597;0.6503072196620586;0.0;0.6854838709677419;0.3333333333333333;0.0;0.966589861751152;0.2748049052396877;0.5
2003;AXP;B;D;D-;D+;D-;C+;C+;C+;B;D-;A;B+;D-;C;C+;C+;0.6011904761904762;0.1566265060240964;0.0;0.24603174603174593;0.0;0.4594950308145022;0.5;0.4594950308145022;0.6608988951196494;0.0;0.8559907834101382;0.75;0.0;0.3467741935483871;0.4467165898617514;0.43452380952380953
2003;BA;B+;C;A+;A-;C+;B;A+;B;A-;D-;A+;C+;A;C;C+;A+;0.75;0.3433734939759036;0.9545454545454546;0.756198347107438;0.5;0.6407546879552091;1.0;0.6407546879552091;0.7552301371384157;0.0;0.9435483870967742;0.5;0.8333333333333334;0.402073732718894;0.49385245901639335;0.925
2003;BAC;B;D-;B+;C+;D-;C-;D;C+;A-;D-;A;A;B-;A;C-;D-;0.6369047619047619;0.0;0.7236842105263158;0.45989974937343375;0.0;0.3049791926051688;0.1388888888888889;0.47106949632144873;0.7788786482334873;0.0;0.8997695852534562;0.8833333333333333;0.5595238095238095;0.8951612903225806;0.3223310291858683;0.02976190476190476
2003;BIIB;A;D-;D-;D-;D-;D+;A+;D+;C-;D-;C-;D-;D-;B;C-;C;0.8333333333333334;0.0;0.0;0.0;0.0;0.21769921267450518;1.0;0.21769921267450518;0.29132104454685115;0.0;0.2569124423963134;0.0;0.0;0.6002304147465438;0.2752619128083809;0.3484848484848485
2003;BK;A+;D-;D-;C-;D-;C;B+;C;C-;D-;C-;C+;D-;C-;B+;A-;0.921875;0.0;0.0;0.277777777777778;0.0;0.40522029679329563;0.75;0.40522029679329563;0.2602918586789556;0.0;0.2960829493087558;0.5;0.0;0.31451612903225806;0.7208059210526315;0.796875
